Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Standard Deviation
01 05 2018 19:30,18.5994892120361,3.30095410346984,32.8764011026624,242.621200561523,1.2782527386160247
01 05 2018 19:40,102.451599121093,3.82645392417907,97.0886126770101,225.442398071289,1.1666290001543742
01 05 2018 19:50,60.1177902221679,3.61650800704956,66.1348260460836,236.673400878906,0.1149101233657115
01 05 2018 20:00,12.4718303680419,3.002454996109,16.0790420359599,233.561798095703,0.3322015571000944
01 05 2018 20:10,1.99433898925781,3.04885005950927,17.7541081694217,234.642395019531,1.025268373882418
01 05 2018 20:20,184.176498413085,4.85763978958129,301.781175047379,223.743194580078,0.2798897836359199
01 05 2018 20:30,191.438705444335,4.67130184173583,259.165661860767,219.667205810546,0.2597621870964225
01 05 2018 20:40,37.8018989562988,3.61811804771423,66.3453711996599,217.78579711914,0.279012743844622
01 05 2018 20:50,35.4522514343261,3.60329389572143,64.4224866322656,214.078292846679,1.1004513407149066
01 05 2018 21:00,52.9489707946777,3.80825090408325,94.1255908467756,223.343002319335,1.4945978363006525
01 05 2018 21:10,6.16020202636718,3.21636199951171,26.6685851709917,240.198196411132,0.444782554338144
01 05 2018 21:20,0.0,3.12965989112854,21.4940515055105,261.558013916015,0.9080947980481948
01 05 2018 21:30,0.0,2.45558309555053,0.0,261.939697265625,1.4151638335973709
01 05 2018 21:40,0.0,2.99958300590515,0.0,258.021606445312,0.8523253333842189
01 05 2018 21:50,0.0,3.334645986557,35.6677064753212,261.042510986328,0.7732878023198431
01 05 2018 22:00,0.0,3.47871303558349,49.6521107736771,267.319885253906,0.8280936569579633
01 05 2018 22:10,0.0,3.38939499855041,40.5909171452995,267.389190673828,0.5967285604567634
01 05 2018 22:20,0.0,3.72819709777832,81.7239881859277,276.064514160156,0.455682559118345
01 05 2018 22:30,21.5261192321777,3.73949790000915,83.412504329729,282.372497558593,0.285268442934243
01 05 2018 22:40,0.78853440284729,3.25914001464843,29.6647642441093,272.316101074218,1.314697942837336
01 05 2018 22:50,0.0,3.28409695625305,31.5479890442775,279.639190673828,0.1500068644001752
01 05 2018 23:00,0.0,2.57061004638671,0.0,280.186492919921,0.1122287759385303
01 05 2018 23:10,0.0,2.705894947052,0.0,253.367202758789,0.3641831455564815
01 05 2018 23:20,0.0,2.93339300155639,0.0,242.863403320312,1.3055911555085244
01 05 2018 23:30,0.0,3.16182398796081,23.2733278611095,241.586196899414,0.8170323226660485
01 05 2018 23:40,0.0,2.89472007751464,0.0,242.142700195312,1.0115525152851554
01 05 2018 23:50,0.0,2.23015904426574,0.0,242.924606323242,1.13547875382828
02 05 2018 00:00,0.0,2.25343489646911,0.0,241.747100830078,1.2674204107489162
02 05 2018 00:10,0.0,1.69286394119262,0.0,221.755599975585,1.4080326734888842
02 05 2018 00:20,0.0,0.562203586101531,0.0,196.274505615234,1.3930602037253788
02 05 2018 00:30,0.0,1.20118796825408,0.0,224.949295043945,0.3673729703917367
02 05 2018 00:40,0.0,1.91780197620391,0.0,224.755996704101,1.295476610255098
02 05 2018 00:50,0.0,1.95212399959564,0.0,222.108596801757,0.573654360275409
02 05 2018 01:00,0.0,1.81315004825592,0.0,220.580795288085,1.115354290743268
02 05 2018 01:10,0.0,2.12857794761657,0.0,218.573303222656,1.4703769266116962
02 05 2018 01:20,0.0,1.97414004802703,0.0,215.350402832031,0.5661548169767356
02 05 2018 01:30,0.0,2.59905195236206,0.0,228.1748046875,0.5404349846482378
02 05 2018 01:40,0.0,3.61102795600891,65.4213076342394,218.703796386718,1.125628264326901
02 05 2018 01:50,144.539505004882,4.3750901222229,196.018186724378,211.007003784179,1.0833108257991624
02 05 2018 02:00,173.555099487304,4.53514003753662,229.474934808275,199.015197753906,1.298027834132072
02 05 2018 02:10,128.492492675781,4.1934790611267,159.784664390004,199.542404174804,0.1149648935765627
02 05 2018 02:20,223.070098876953,4.76182985305786,279.572640208022,196.930892944335,1.2975407545874518
02 05 2018 02:30,318.855194091796,5.26489686965942,403.841636252581,193.283493041992,0.76771834034239
02 05 2018 02:40,368.191589355468,5.55742502212524,485.671934868525,192.37840270996,0.3061200165118016
02 05 2018 02:50,344.69790649414,5.36630201339721,431.348826134189,187.540206909179,1.41718850474481
02 05 2018 03:00,254.450607299804,5.04079484939575,346.08514389553,182.922698974609,0.8752953899310485
02 05 2018 03:10,157.432907104492,4.43713903427124,208.811380026357,184.194900512695,0.7931825856996995
02 05 2018 03:20,123.24210357666,4.30260181427001,181.34514791299,180.611999511718,0.7887635773166044
02 05 2018 03:30,58.7364883422851,3.94473791122436,117.633990831546,177.004196166992,0.8700111993390731
02 05 2018 03:40,17.5306606292724,3.46854209899902,48.5558830507216,176.209701538085,0.3830214104133562
02 05 2018 03:50,15.6316404342651,3.23575401306152,27.9905247919378,186.055297851562,0.5452961352963598
02 05 2018 04:00,1.36913204193115,3.38634800910949,40.3043190229337,196.259994506835,1.0024171711608831
02 05 2018 04:10,26.7475795745849,3.16445899009704,23.4264284370047,193.587005615234,1.274133924973622
02 05 2018 04:20,0.0,2.96511101722717,0.0,200.132003784179,0.952003565497983
02 05 2018 04:30,0.0,2.8107841014862,0.0,200.162002563476,0.9604331116373218
02 05 2018 04:40,0.0,3.19523310661315,25.2967366850471,203.258407592773,1.1546483734400277
02 05 2018 04:50,0.0,3.52549910545349,54.9079161611053,204.258895874023,0.57053452216913
02 05 2018 05:00,0.0,3.78960609436035,91.1456177596119,205.158004760742,1.3100266110180243
02 05 2018 05:10,28.7536506652832,3.81456089019775,95.1467039935087,213.698806762695,1.005282060556527
02 05 2018 05:20,43.1241989135742,3.815838098526,95.3541633933537,223.014495849609,1.087506896173256
02 05 2018 05:30,87.2361373901367,4.24248313903808,169.390476114404,215.888397216796,1.241797899138957
02 05 2018 05:40,96.7004928588867,4.19552993774414,160.184235749981,204.970596313476,0.9061302584787898
02 05 2018 05:50,104.551902770996,4.32156801223754,185.156531437018,197.656204223632,0.5562899955092235
02 05 2018 06:00,54.0712013244628,3.45932698249816,47.5769655880113,199.66470336914,1.2673913309746336
02 05 2018 06:10,0.176466897130013,2.38682699203491,0.0,187.760101318359,0.3640747555744819
02 05 2018 06:20,73.6785430908203,3.95900297164916,120.263031063329,189.174896240234,0.2270204806262907
02 05 2018 06:30,110.189903259277,4.31688499450683,184.213640631044,183.86619567871,0.8512303520957896
02 05 2018 06:40,18.9611206054687,2.83684992790222,0.0,173.984100341796,0.1249247381581635
02 05 2018 06:50,0.0,1.57914698123931,0.0,176.556503295898,0.1276202621717552
02 05 2018 07:00,0.0,1.39131903648376,0.0,178.503005981445,1.1138791066401612
02 05 2018 07:10,0.0,0.912269115447998,0.0,180.315704345703,1.0328699035045763
02 05 2018 07:20,0.0,0.962843179702758,0.0,214.296997070312,1.223082816292811
02 05 2018 07:30,0.0,2.09538507461547,0.0,196.424697875976,1.343535300318143
02 05 2018 07:40,0.0,2.36788392066955,0.0,206.326400756835,0.8465646113740752
02 05 2018 07:50,0.0,2.64577388763427,0.0,210.256896972656,1.0718697885225563
02 05 2018 08:00,0.0,2.16102790832519,0.0,209.019607543945,0.8760604575895199
02 05 2018 08:10,0.0,1.55813097953796,0.0,194.583602905273,0.852560185693328
02 05 2018 08:20,0.0,1.3045710325241,0.0,184.309005737304,1.2572341605473247
02 05 2018 08:30,0.0,1.81731700897216,0.0,219.811798095703,1.2420058374614056
02 05 2018 08:40,0.0,1.02818703651428,0.0,164.207107543945,0.6022934362884342
02 05 2018 08:50,0.0,0.71623021364212,0.0,41.1535682678222,0.5968539305887773
02 05 2018 09:00,0.0,1.25032496452331,0.0,43.2126388549804,0.9956174321182804
02 05 2018 09:10,0.0,0.683521687984466,0.0,133.66470336914,1.177833838252503
02 05 2018 09:20,0.0,0.693818092346191,0.0,326.455413818359,0.4604696868729647
02 05 2018 09:30,0.0,1.43059802055358,0.0,354.465911865234,0.5693610049361559
02 05 2018 09:40,0.0,0.935260891914367,0.0,310.846984863281,0.3472809603347799
02 05 2018 09:50,0.0,2.15555596351623,0.0,37.4638710021972,0.8854912467259246
02 05 2018 10:00,0.0,2.84341096878051,0.0,42.1209716796875,0.4160394353173782
02 05 2018 10:10,0.0,2.25613498687744,0.0,46.7758598327636,0.9231431807331324
02 05 2018 10:20,0.0,2.24347901344299,0.0,43.0747985839843,0.0280894135629076
02 05 2018 10:30,0.0,1.56052803993225,0.0,18.483299255371,0.6853679356953459
02 05 2018 10:40,0.0,0.588177502155303,0.0,321.813812255859,0.6219100603087626
02 05 2018 10:50,0.0,1.34740996360778,0.0,347.86880493164,0.3939578372453942
02 05 2018 11:00,0.0,2.042818069458,0.0,34.407470703125,0.7585711505425078
02 05 2018 11:10,0.0,1.50100195407867,0.0,27.2366199493408,0.1522907313783169
02 05 2018 11:20,0.0,2.13055491447448,0.0,30.5590305328369,0.9238955063106477
02 05 2018 11:30,0.0,1.35869002342224,0.0,11.2727298736572,0.6390225840823388
02 05 2018 11:40,0.0,1.37648296356201,0.0,7.18653583526611,0.1930630827225503
02 05 2018 11:50,0.0,0.806984782218933,0.0,314.890014648437,0.7028622337109149
02 05 2018 12:00,0.0,0.803205788135528,0.0,351.4755859375,1.4814322338780068
02 05 2018 12:10,0.0,1.03362703323364,0.0,0.381553113460541,1.137453473628963
02 05 2018 12:20,0.0,2.30210995674133,0.0,27.2854194641113,1.488522876044947
02 05 2018 12:30,0.0,2.03499388694763,0.0,33.6511001586914,0.926315433495801
02 05 2018 12:40,0.0,1.56141602993011,0.0,46.0052299499511,0.2671532904714422
02 05 2018 12:50,0.0,0.908538699150085,0.0,39.7586517333984,0.4293597163216086
02 05 2018 13:00,0.0,1.02491104602813,0.0,350.839294433593,0.4287780192431933
02 05 2018 13:10,0.0,1.17493295669555,0.0,341.128112792968,0.7496681896507184
02 05 2018 13:20,0.0,1.47933304309844,0.0,349.487915039062,0.0711399707960175
02 05 2018 13:30,0.0,2.30731201171875,0.0,3.67487096786499,0.9832378772933932
02 05 2018 13:40,0.0,3.08792304992675,19.4319746143301,20.4570293426513,1.0273376506190917
02 05 2018 13:50,0.0,2.83025503158569,0.0,16.0736007690429,0.4391454627459426
02 05 2018 14:00,0.0,2.54445099830627,0.0,14.8814496994018,0.193084441758802
02 05 2018 14:10,0.0,2.29623389244079,0.0,30.7613296508789,0.9865504619521036
02 05 2018 14:20,0.0,2.47637009620666,0.0,49.3394203186035,0.6016977296668831
02 05 2018 14:30,0.0,2.70546197891235,0.0,38.0082702636718,1.0661433094660668
02 05 2018 14:40,0.0,3.2599720954895,29.7259462903203,38.873249053955,0.5585965647527213
02 05 2018 14:50,0.0,2.86503410339355,0.0,45.2511901855468,1.4966742716801464
02 05 2018 15:00,0.0,2.18199110031127,0.0,55.4658393859863,1.160677985650045
02 05 2018 15:10,0.0,2.61245703697204,0.0,62.8687896728515,0.2045268650882666
02 05 2018 15:20,0.0,2.90943598747253,0.0,53.4235916137695,1.4181309431215283
02 05 2018 15:30,0.0,3.05750393867492,18.104662274648,42.4326286315917,0.8506110633057358
02 05 2018 15:40,-0.0004666667082346,3.94293093681335,117.303290106004,45.0022087097167,1.0786139559697412
02 05 2018 15:50,13.4087295532226,3.54405999183654,57.0900217161443,50.2625312805175,0.4566023136875835
02 05 2018 16:00,0.0,3.20807600021362,26.1220817560279,71.8930435180664,0.4052239524475622
02 05 2018 16:10,0.0,3.06382894515991,18.3684569843354,74.4916763305664,0.1333478071294626
02 05 2018 16:20,0.0,2.43366909027099,0.0,72.9404525756835,0.8654543071465574
02 05 2018 16:30,0.0,2.14807391166687,0.0,70.380126953125,0.6173501631409994
02 05 2018 16:40,0.0,2.90474200248718,0.0,72.7348098754882,0.4566510842683459
02 05 2018 16:50,0.0,2.64839100837707,0.0,81.044807434082,0.3890791899833712
02 05 2018 17:00,0.0,2.09114003181457,0.0,86.6966400146484,0.0573328894973094
02 05 2018 17:10,0.0,2.27560091018676,0.0,86.6918106079101,1.086797280285565
02 05 2018 17:20,0.0,1.66284000873565,0.0,117.876403808593,0.7052187980671134
02 05 2018 17:30,0.0,1.14703404903411,0.0,134.84700012207,0.2943172921289421
02 05 2018 17:40,0.0,1.62582802772521,0.0,133.873992919921,1.437484471430631
02 05 2018 17:50,0.0,1.27725899219512,0.0,117.077499389648,0.3615599066961702
02 05 2018 18:00,0.0,1.4665709733963,0.0,119.785499572753,0.3670953465227886
02 05 2018 18:10,0.0,2.35830402374267,0.0,104.670501708984,1.3446284142864915
02 05 2018 18:20,0.0,3.24089002609252,28.3507212086297,113.80419921875,1.4112424266544374
02 05 2018 18:30,65.3965530395507,4.05171680450439,132.661631798867,159.640792846679,0.4298918956051266
02 05 2018 18:40,222.630294799804,5.11245822906494,364.115029484132,155.085800170898,0.0022006648507605
02 05 2018 18:50,434.510009765625,5.86563491821289,580.591855498258,163.143402099609,0.6101957903537435
02 05 2018 19:00,423.671600341796,5.86037588119506,578.892273167698,159.624893188476,0.2638628746859734
02 05 2018 19:10,429.771789550781,5.88144207000732,585.717596016325,165.572799682617,0.191686233694493
02 05 2018 19:20,767.286376953125,6.84258079528808,946.670707884576,178.533905029296,0.5377517278287935
02 05 2018 19:30,115.321502685546,6.30531120300292,731.918055410777,199.283706665039,0.409627745787288
02 05 2018 19:40,121.152702331542,5.61065292358398,501.401651166502,205.860702514648,0.8869364652901646
02 05 2018 19:50,365.471588134765,5.39807796478271,440.152430391404,223.074096679687,1.2233962738920998
02 05 2018 20:00,273.129302978515,5.05263805389404,349.037091427356,228.59390258789,1.295067769300814
02 05 2018 20:10,302.191711425781,4.9244680404663,317.658404358659,214.818206787109,0.7071897289390794
02 05 2018 20:20,163.280502319335,4.11892223358154,145.399920722901,217.764205932617,1.417125083762196
02 05 2018 20:30,18.3581409454345,2.29273605346679,0.0,238.689102172851,0.8656014000567269
02 05 2018 20:40,0.0,1.29622399806976,0.0,275.74380493164,1.025395954197423
02 05 2018 20:50,0.0,1.46758198738098,0.0,286.298309326171,0.5227314978322792
02 05 2018 21:00,0.0,1.99382197856903,0.0,305.455200195312,1.1749603763647092
02 05 2018 21:10,0.0,2.30488204956054,0.0,321.993011474609,1.2923028546792172
02 05 2018 21:20,0.0,2.60714411735534,0.0,327.250885009765,0.8332275287565202
02 05 2018 21:30,0.0,2.73905706405639,0.0,332.432312011718,0.4013173862716488
02 05 2018 21:40,0.0,2.3131730556488,0.0,345.176300048828,0.3693060913110921
02 05 2018 21:50,0.0,2.04890298843383,0.0,2.32765007019042,0.1610121780453933
02 05 2018 22:00,0.0,2.67681097984313,0.0,16.5529403686523,0.098294223074932
02 05 2018 22:10,0.0,2.85785889625549,0.0,21.3626403808593,1.1288334652376846
02 05 2018 22:20,0.0,3.20983409881591,26.2371190841804,20.5449504852294,0.231628397757057
02 05 2018 22:30,0.0,2.99809908866882,0.0,31.0639591217041,0.5210097929952175
02 05 2018 22:40,0.0,3.3435640335083,36.4369486819051,46.4368782043457,0.1313682315208498
02 05 2018 22:50,0.0,2.96619606018066,0.0,46.7263107299804,1.2903374778622554
02 05 2018 23:00,0.0,2.57688307762145,0.0,34.1240501403808,0.998550573374562
02 05 2018 23:10,0.0,2.51485300064086,0.0,43.6528892517089,1.1991568999969544
02 05 2018 23:20,0.0,2.12350392341613,0.0,29.192419052124,0.2661873927477531
02 05 2018 23:30,0.0,2.39037609100341,0.0,33.2437591552734,0.0291104745386678
02 05 2018 23:40,0.0,2.62576794624328,0.0,53.8626403808593,0.6960397926890562
02 05 2018 23:50,0.0,2.61941289901733,0.0,55.6643295288085,0.3973058037742356
03 05 2018 00:00,0.0,2.10363602638244,0.0,75.591941833496,0.8844582473541315
03 05 2018 00:10,0.0,3.30869197845458,33.5014023155236,75.0646820068359,0.2924049080621982
03 05 2018 00:20,0.0,2.98502898216247,0.0,71.5163879394531,0.8055449643171948
03 05 2018 00:30,0.0,3.4456250667572,46.1465381460193,71.4631805419921,0.0616602208445705
03 05 2018 00:40,0.0,2.92696499824523,0.0,60.8274307250976,0.0605010704232831
03 05 2018 00:50,0.0,2.76003789901733,0.0,65.6947326660156,0.9729567433268956
03 05 2018 01:00,0.0,3.26501011848449,30.0987528234373,78.1897430419921,0.9241305095224392
03 05 2018 01:10,21.156509399414,3.96248507499694,120.909723967253,65.6397018432617,0.0490404978165894
03 05 2018 01:20,52.7183685302734,4.02676916122436,127.985990335287,57.3843002319335,0.9739439773732068
03 05 2018 01:30,30.5282096862792,3.67312407493591,73.7876520186155,44.3932189941406,0.8683950265497773
03 05 2018 01:40,0.0,3.30135798454284,32.9087862931892,53.9647598266601,0.6648335193221255
03 05 2018 01:50,0.0,3.77209711074829,88.397823418014,73.658203125,0.6108918795922708
03 05 2018 02:00,5.88739919662475,3.64312410354614,69.6686603184389,68.4568176269531,0.4128199944792744
03 05 2018 02:10,108.027099609375,4.19494581222534,160.070409323093,64.0147399902343,1.114225452345267
03 05 2018 02:20,236.539901733398,4.89353895187377,310.269918677017,66.9221267700195,0.6066335742690312
03 05 2018 02:30,394.698913574218,5.59055280685424,495.430188152233,72.0528106689453,1.0283119222044392
03 05 2018 02:40,420.585388183593,6.01124906539916,627.793113042663,75.5090637207031,0.550142365147724
03 05 2018 02:50,299.280792236328,5.25623512268066,401.532789551437,75.2929916381835,1.1934549365162883
03 05 2018 03:00,263.546600341796,5.11014699935913,363.527227823975,76.8105316162109,0.9692334852806016
03 05 2018 03:10,142.8125,4.09857892990112,141.521656751647,81.089973449707,1.2943499379775902
03 05 2018 03:20,24.0917491912841,3.13028001785278,21.5267912154268,94.4288787841796,1.0848924956226051
03 05 2018 03:30,82.5874099731445,3.6513819694519,70.7881006326243,104.71019744873,0.2378370546089113
03 05 2018 03:40,252.405899047851,4.80559587478637,289.637936978855,106.118598937988,0.0672905705288809
03 05 2018 03:50,119.428298950195,3.85068011283874,101.114295961187,103.174201965332,0.0117540835061136
03 05 2018 04:00,171.990005493164,4.04022598266601,130.504543319253,97.0461196899414,0.350517229021087
03 05 2018 04:10,349.297393798828,4.75349903106689,277.6716409867,94.7831497192382,1.0793303363552114
03 05 2018 04:20,369.6953125,4.74332094192504,275.355530230114,92.5749588012695,0.6390677237523605
03 05 2018 04:30,451.915496826171,5.16301584243774,377.080125093847,87.8075866699218,1.281733855350324
03 05 2018 04:40,990.69091796875,7.34117078781127,1177.28108597816,79.7228927612304,0.8968990536464871
03 05 2018 04:50,953.852783203125,7.63541078567504,1328.640063246,79.4524765014648,0.585056948201307
03 05 2018 05:00,645.252319335937,6.25360918045043,712.939121602623,80.3689575195312,1.481281804309354
03 05 2018 05:10,300.004211425781,4.43560791015625,208.493038902008,87.9244995117187,0.5743490461651917
03 05 2018 05:20,181.726593017578,4.36997509002685,194.973297823155,100.848899841308,0.5092693806474747
03 05 2018 05:30,0.0,4.9327597618103,319.651095488494,109.226402282714,0.228772694293542
03 05 2018 05:40,0.0,5.62726020812988,506.364553467789,109.47720336914,1.3907928007911767
03 05 2018 05:50,77.2525177001953,5.34176206588745,424.610644311806,99.0705337524414,0.2608171594803477
03 05 2018 06:00,764.531921386718,5.87713718414306,584.319088126119,86.5226669311523,0.9082391953524304
03 05 2018 06:10,390.583801269531,4.82456398010253,294.041576342517,94.1335983276367,1.2421115401631146
03 05 2018 06:20,397.507507324218,4.88298082351684,307.763690296695,94.8580169677734,0.9870301629158008
03 05 2018 06:30,463.685913085937,5.18842697143554,383.674741043009,92.5787811279296,1.492694224016896
03 05 2018 06:40,455.547210693359,5.47715997695922,462.453494562732,86.5329208374023,1.122237518793414
03 05 2018 06:50,220.983993530273,6.70075988769531,886.787671804787,85.0036010742187,1.0842112335537486
03 05 2018 07:00,0.0,5.83581399917602,570.992361548042,94.3138732910156,0.1333102723749123
03 05 2018 07:10,0.0,5.10792779922485,362.963231293328,94.6228408813476,0.6460776068912302
03 05 2018 07:20,0.0,5.00526809692382,337.294851923484,96.7563934326171,0.0334028591855518
03 05 2018 07:30,0.0,6.04698801040649,639.954178772081,86.459228515625,1.291105263722684
03 05 2018 07:40,0.0,5.73962783813476,540.64796017449,87.939468383789,0.2904022606581919
03 05 2018 07:50,0.0,5.47751903533935,462.556038475209,85.2200698852539,1.4456510484322025
03 05 2018 08:00,0.0,6.56582689285278,831.981351004846,75.5708236694335,0.90543827665458
03 05 2018 08:10,0.0,6.25019407272338,711.695627271859,68.8198471069335,0.9184973465990288
03 05 2018 08:20,0.0,6.77495718002319,917.820343945592,59.3331489562988,0.2021300684329312
03 05 2018 08:30,0.0,5.97935199737548,618.051581562943,68.9047927856445,0.8850681165169738
03 05 2018 08:40,0.0,5.71266889572143,532.309740130291,64.0324783325195,0.7237759509963068
03 05 2018 08:50,0.0,5.68886089324951,525.005817689553,62.4731903076171,1.0018796732610658
03 05 2018 09:00,0.0,5.35996580123901,429.60398805671,66.0283126831054,1.0171453837115672
03 05 2018 09:10,0.0,4.43136596679687,207.611791396956,71.1894073486328,1.2591305634102976
03 05 2018 09:20,0.0,4.76061391830444,279.294882324915,71.6074981689453,1.2082336129976494
03 05 2018 09:30,0.0,4.72090101242065,270.278407926158,76.054443359375,1.3735131947984758
03 05 2018 09:40,0.0,4.24284505844116,169.461877543615,80.1159591674804,1.1521895329254377
03 05 2018 09:50,0.0,4.52189922332763,226.649468871302,81.7411499023437,1.1341478904531987
03 05 2018 10:00,0.0,3.36609101295471,38.4367227958473,78.9448471069335,0.9954026398449174
03 05 2018 10:10,0.0,2.9968090057373,0.0,84.1323623657226,1.193418374368618
03 05 2018 10:20,0.0,3.43915200233459,45.4812225670657,80.6183395385742,0.5393846298275946
03 05 2018 10:30,7.17666387557983,3.59995007514953,63.9936098185399,77.1865081787109,0.3125277375254678
03 05 2018 10:40,9.31908416748046,2.80306005477905,0.0,77.7258224487304,0.8872088091113403
03 05 2018 10:50,15.5266704559326,3.21250295639038,26.4126951224644,76.8373870849609,1.2214530088003988
03 05 2018 11:00,9.95545959472656,3.10732698440551,20.3559900275031,66.870246887207,0.1433037017308109
03 05 2018 11:10,0.412534087896347,2.98669791221618,0.0,71.7989883422851,0.0776929353108171
03 05 2018 11:20,0.0,3.54415607452392,57.1014610600687,83.0785675048828,0.6204358316920302
03 05 2018 11:30,45.581298828125,3.58444094657897,62.027807893578,76.7820434570312,1.295367232898856
03 05 2018 11:40,5.4303970336914,3.07764506340026,18.9669424984431,66.9540863037109,1.3775256018391109
03 05 2018 11:50,4.32468509674072,2.93202400207519,0.0,65.9669876098632,1.1441106941075043
03 05 2018 12:00,0.0,2.70482993125915,0.0,75.2451171875,0.5596742182707273
03 05 2018 12:10,15.3481998443603,3.92446088790893,113.952983074956,77.1159286499023,0.3490221800515729
03 05 2018 12:20,78.3563079833984,3.88164496421813,106.396466289477,70.0652465820312,0.5813158959910283
03 05 2018 12:30,94.0043563842773,3.9646999835968,121.322084143231,66.8849716186523,1.1344466322507234
03 05 2018 12:40,75.6150131225585,3.69827389717102,77.3516795471051,72.0767211914062,1.3678487823883996
03 05 2018 12:50,102.691001892089,4.02066993713378,126.847151068351,64.8770904541015,0.4900319421853379
03 05 2018 13:00,70.2249526977539,3.83755588531494,98.9217772121337,67.0872116088867,0.3090196565323309
03 05 2018 13:10,160.156097412109,4.48614597320556,219.07301470989,66.1409835815429,0.9166099066539932
03 05 2018 13:20,164.882293701171,4.48707485198974,219.268883369916,68.1696166992187,0.7778845933625913
03 05 2018 13:30,315.814392089843,5.29718399047851,412.503996816125,68.0717468261718,0.4014865877177651
03 05 2018 13:40,209.472595214843,4.76623106002807,280.578860489554,65.8910522460937,0.8380914270154889
03 05 2018 13:50,204.772994995117,4.80731201171875,290.035319443297,64.9911727905273,1.2220462970261945
03 05 2018 14:00,325.012390136718,5.64866685867309,512.800804291657,65.3411865234375,1.2618529596720962
03 05 2018 14:10,450.499603271484,6.10810995101928,661.068773333524,66.6419219970703,0.7938598572718906
03 05 2018 14:20,542.576110839843,6.36589288711547,754.524100408495,66.3513488769531,0.0444099398432012
03 05 2018 14:30,648.882202148437,6.73191308975219,899.738866305141,66.893310546875,0.0469288331136496
03 05 2018 14:40,663.182678222656,6.73872518539428,902.585919629926,66.4248733520507,0.8950359328121867
03 05 2018 14:50,654.3447265625,6.5828537940979,838.783131468831,62.1690406799316,0.998909229322008
03 05 2018 15:00,667.356323242187,6.88831901550292,966.496259126182,68.086196899414,0.8419566343126911
03 05 2018 15:10,638.845275878906,6.55580806732177,827.994343631884,70.2189102172851,0.1911005416038428
03 05 2018 15:20,733.553283691406,6.79906511306762,928.042939405946,69.5538635253906,0.2595917413551019
03 05 2018 15:30,728.602111816406,6.70915222167968,890.265467442567,66.250389099121,1.375410410643315
03 05 2018 15:40,669.039123535156,6.6116452217102,850.358999062246,68.8048934936523,0.2302837440444466
03 05 2018 15:50,473.251098632812,6.22338485717773,701.977501339072,76.5337600708007,0.2653164765623281
03 05 2018 16:00,584.364624023437,6.31934976577758,737.121160530107,75.5886535644531,1.2880253622317084
03 05 2018 16:10,640.861083984375,6.57966089248657,837.505166547404,76.4866027832031,0.8040184288482759
03 05 2018 16:20,786.158081054687,7.12544012069702,1073.4715084965,74.1212921142578,0.0730973303997564
03 05 2018 16:30,828.542175292968,7.29638814926147,1155.1965701908,69.584716796875,0.748063192038021
03 05 2018 16:40,1029.68701171875,7.50162601470947,1258.83377244192,72.2632827758789,0.5126012853175148
03 05 2018 16:50,1011.2319946289,7.35386514663696,1183.59389242667,69.6351928710937,0.0231928908705879
03 05 2018 17:00,898.624877929687,7.1428108215332,1081.59427902341,67.5924606323242,0.6934478412618637
03 05 2018 17:10,1040.16003417968,7.38661289215087,1199.98771879355,71.192283630371,0.2048862588399797
03 05 2018 17:20,1082.77001953125,7.54834413528442,1282.94182579061,72.3813705444335,0.1883125557500785
03 05 2018 17:30,1089.73803710937,7.58316612243652,1301.1001377923,72.8430862426757,0.2912163929084556
03 05 2018 17:40,1043.80505371093,7.67754220962524,1351.10254034115,75.7047576904296,1.4907529802696051
03 05 2018 17:50,1032.78405761718,7.55591392517089,1286.87556126981,76.4298400878906,1.0463806455720024
03 05 2018 18:00,911.914794921875,7.35605478286743,1184.68515036636,77.1267700195312,1.3118601704963686
03 05 2018 18:10,775.507080078125,7.16991710662841,1094.35027987926,77.8048934936523,0.4886097768500752
03 05 2018 18:20,775.065795898437,7.12418508529663,1072.88619375795,78.3086318969726,0.6318202886242767
03 05 2018 18:30,630.097229003906,6.68445682525634,880.054991442794,78.5921096801757,1.3766145350181866
03 05 2018 18:40,676.768981933593,6.81250286102294,933.771030307204,77.6867523193359,0.208977146281066
03 05 2018 18:50,408.182403564453,5.60183382034301,498.776881787965,81.301643371582,0.1509624217741531
03 05 2018 19:00,79.58447265625,3.56381201744079,59.4727038389583,97.7826766967773,0.0554701063371789
03 05 2018 19:10,0.22586689889431,2.54128694534301,0.0,105.304801940917,0.3527282811710916
03 05 2018 19:20,0.0,2.81634807586669,0.0,97.9369506835937,0.1221135853021839
03 05 2018 19:30,0.0,3.01917004585266,16.6428407199246,90.5718536376953,1.0000221075208338
03 05 2018 19:40,0.0,2.41054105758666,0.0,94.6096801757812,0.5266281859280768
03 05 2018 19:50,0.0,2.12122201919555,0.0,95.561653137207,0.6729128426332524
03 05 2018 20:00,0.0,2.88744711875915,0.0,86.9727706909179,0.877334489687068
03 05 2018 20:10,0.0,3.05149602890014,17.8600202042035,83.8860931396484,0.6148880870856341
03 05 2018 20:20,0.0,3.50763010978698,52.8592297821715,74.3704299926757,0.7619059862953331
03 05 2018 20:30,0.0,3.15132999420166,22.6746211860591,84.6083602905273,1.025616016606452
03 05 2018 20:40,0.0,3.3313820362091,35.3893494724589,92.116600036621,1.2702903882854848
03 05 2018 20:50,0.0,3.47146296501159,48.8690010705732,90.7739181518554,0.2779619252216582
